,index,seed,batch_size,learning_rate,accuracy
2237,249,2995089277,40,0.005,99.31
2238,249,2995089277,40,0.01,99.29
2239,249,2995089277,70,0.001,99.14
2240,249,2995089277,70,0.005,99.28
2241,249,2995089277,70,0.01,98.99
2242,250,30027319,10,0.001,99.14
2243,250,30027319,10,0.005,99.22
2244,250,30027319,10,0.01,99.22999999999999
2245,250,30027319,40,0.001,99.52
2246,250,30027319,40,0.005,99.36
2247,250,30027319,40,0.01,99.42
2248,250,30027319,70,0.001,99.03999999999999
2249,250,30027319,70,0.005,98.77
2250,250,30027319,70,0.01,98.82
2251,251,3051607529,10,0.001,99.28
2252,251,3051607529,10,0.005,99.2
2253,251,3051607529,10,0.01,99.18
2254,251,3051607529,40,0.001,99.44
2255,251,3051607529,40,0.005,99.26
2256,251,3051607529,40,0.01,99.35000000000001
2257,251,3051607529,70,0.001,99.08
2258,251,3051607529,70,0.005,99.03999999999999
2259,251,3051607529,70,0.01,98.83999999999999
2260,252,3052436792,10,0.001,99.18
2261,252,3052436792,10,0.005,99.05000000000001
2262,252,3052436792,10,0.01,99.03999999999999
2263,252,3052436792,40,0.001,99.29
2264,252,3052436792,40,0.005,99.39
2265,252,3052436792,40,0.01,99.26
2266,252,3052436792,70,0.001,99.15
2267,252,3052436792,70,0.005,99.02
2268,252,3052436792,70,0.01,98.95
2269,253,3131277161,10,0.001,99.29
2270,253,3131277161,10,0.005,99.24
2271,253,3131277161,10,0.01,99.15
2272,253,3131277161,40,0.001,99.41
2273,253,3131277161,40,0.005,99.19
2274,253,3131277161,40,0.01,99.35000000000001
2275,253,3131277161,70,0.001,99.08
2276,253,3131277161,70,0.005,98.95
2277,253,3131277161,70,0.01,99.00999999999999
2278,254,316613348,10,0.001,99.33999999999999
2279,254,316613348,10,0.005,99.19
2280,254,316613348,10,0.01,99.25
2281,254,316613348,40,0.001,99.44
2282,254,316613348,40,0.005,99.28
2283,254,316613348,40,0.01,99.3
2284,254,316613348,70,0.001,98.92999999999999
2285,254,316613348,70,0.005,98.87
2286,254,316613348,70,0.01,98.95
2287,255,3178807947,10,0.001,99.24
2288,255,3178807947,10,0.005,99.28
2289,255,3178807947,10,0.01,99.14
2290,255,3178807947,40,0.001,99.42999999999999
2291,255,3178807947,40,0.005,98.99
2292,255,3178807947,40,0.01,99.42
2293,255,3178807947,70,0.001,99.17
2294,255,3178807947,70,0.005,98.83
2295,255,3178807947,70,0.01,98.7
2296,256,324360030,10,0.001,99.31
2297,256,324360030,10,0.005,99.29
2298,256,324360030,10,0.01,99.22
2299,256,324360030,40,0.001,99.53
2300,256,324360030,40,0.005,99.4
2301,256,324360030,40,0.01,99.33
2302,256,324360030,70,0.001,99.05000000000001
2303,256,324360030,70,0.005,99.16
2304,256,324360030,70,0.01,98.58
2305,257,3253279488,10,0.001,99.18
2306,257,3253279488,10,0.005,98.9
2307,257,3253279488,10,0.01,99.25
2308,257,3253279488,40,0.001,99.46000000000001
2309,257,3253279488,40,0.005,99.3
2310,257,3253279488,40,0.01,99.21
2311,257,3253279488,70,0.001,99.15
2312,257,3253279488,70,0.005,98.94
2313,257,3253279488,70,0.01,98.92
2314,258,328116545,10,0.001,99.36
2315,258,328116545,10,0.005,99.24
2316,258,328116545,10,0.01,99.2
2317,258,328116545,40,0.001,99.31
2318,258,328116545,40,0.005,99.42
2319,258,328116545,40,0.01,99.24
2320,258,328116545,70,0.001,98.98
2321,258,328116545,70,0.005,99.22
2322,258,328116545,70,0.01,98.56
2323,259,3312889384,10,0.001,99.3
2324,259,3312889384,10,0.005,99.27
2325,259,3312889384,10,0.01,99.25
2326,259,3312889384,40,0.001,99.45
2327,259,3312889384,40,0.005,99.31
2328,259,3312889384,40,0.01,99.26
2329,259,3312889384,70,0.001,98.72999999999999
2330,259,3312889384,70,0.005,98.48
2331,259,3312889384,70,0.01,98.81
2332,260,3372448449,10,0.001,99.13
2333,260,3372448449,10,0.005,99.22999999999999
2334,260,3372448449,10,0.01,99.22999999999999
2335,260,3372448449,40,0.001,99.33999999999999
2336,260,3372448449,40,0.005,99.39
2337,260,3372448449,40,0.01,99.32
2338,260,3372448449,70,0.001,98.82
2339,260,3372448449,70,0.005,98.72999999999999
2340,260,3372448449,70,0.01,99.0
2341,261,3416267328,10,0.001,99.36
2342,261,3416267328,10,0.005,99.03999999999999
2343,261,3416267328,10,0.01,99.09
2344,261,3416267328,40,0.001,99.36
2345,261,3416267328,40,0.005,99.4
2346,261,3416267328,40,0.01,99.3
2347,261,3416267328,70,0.001,98.85000000000001
2348,261,3416267328,70,0.005,99.11
2349,261,3416267328,70,0.01,98.96000000000001
2350,262,3416868416,10,0.001,99.4
2351,262,3416868416,10,0.005,99.17
2352,262,3416868416,10,0.01,99.09
2353,262,3416868416,40,0.001,99.42999999999999
2354,262,3416868416,40,0.005,99.31
2355,262,3416868416,40,0.01,99.28
2356,262,3416868416,70,0.001,99.14
2357,262,3416868416,70,0.005,98.98
2358,262,3416868416,70,0.01,99.1
2359,263,3459797461,10,0.001,99.03
2360,263,3459797461,10,0.005,99.17
2361,263,3459797461,10,0.01,99.33
2362,263,3459797461,40,0.001,99.38
2363,263,3459797461,40,0.005,99.38
2364,263,3459797461,40,0.01,99.33999999999999
2365,263,3459797461,70,0.001,98.91
2366,263,3459797461,70,0.005,98.77
2367,263,3459797461,70,0.01,99.15
2368,264,3465756844,10,0.001,99.29
2369,264,3465756844,10,0.005,99.37
2370,264,3465756844,10,0.01,99.22999999999999
2371,264,3465756844,40,0.001,99.53999999999999
2372,264,3465756844,40,0.005,99.35000000000001
2373,264,3465756844,40,0.01,99.39
2374,264,3465756844,70,0.001,99.16
2375,264,3465756844,70,0.005,98.72999999999999
2376,264,3465756844,70,0.01,98.97
2377,265,3535560341,10,0.001,99.28
2378,265,3535560341,10,0.005,99.22999999999999
2379,265,3535560341,10,0.01,99.29
2380,265,3535560341,40,0.001,99.4
2381,265,3535560341,40,0.005,99.22
2382,265,3535560341,40,0.01,99.31
2383,265,3535560341,70,0.001,98.78
2384,265,3535560341,70,0.005,98.50999999999999
2385,265,3535560341,70,0.01,99.15
2386,266,3548501452,10,0.001,99.35000000000001
2387,266,3548501452,10,0.005,99.29
2388,266,3548501452,10,0.01,99.2
2389,266,3548501452,40,0.001,99.4
2390,266,3548501452,40,0.005,99.32
2391,266,3548501452,40,0.01,99.37
2392,266,3548501452,70,0.001,99.08
2393,266,3548501452,70,0.005,98.96000000000001
2394,266,3548501452,70,0.01,99.11999999999999
2395,267,3572939597,10,0.001,99.39
2396,267,3572939597,10,0.005,99.18
2397,267,3572939597,10,0.01,99.22999999999999
2398,267,3572939597,40,0.001,99.52
2399,267,3572939597,40,0.005,99.25
2400,267,3572939597,40,0.01,99.37
2401,267,3572939597,70,0.001,99.06
2402,267,3572939597,70,0.005,98.89
2403,267,3572939597,70,0.01,98.88
2404,268,3583544339,10,0.001,99.33
2405,268,3583544339,10,0.005,99.16
2406,268,3583544339,10,0.01,99.2
2407,268,3583544339,40,0.001,99.4
2408,268,3583544339,40,0.005,99.28
2409,268,3583544339,40,0.01,99.31
2410,268,3583544339,70,0.001,99.27
2411,268,3583544339,70,0.005,98.83
2412,268,3583544339,70,0.01,98.82
2413,269,3589064732,10,0.001,99.33
2414,269,3589064732,10,0.005,99.28
2415,269,3589064732,10,0.01,99.22
2416,269,3589064732,40,0.001,99.56
2417,269,3589064732,40,0.005,99.33
2418,269,3589064732,40,0.01,99.42999999999999
2419,269,3589064732,70,0.001,99.0
2420,269,3589064732,70,0.005,98.85000000000001
2421,269,3589064732,70,0.01,99.0
2422,270,3598085971,10,0.001,99.41
2423,270,3598085971,10,0.005,99.22
2424,270,3598085971,10,0.01,99.14
2425,270,3598085971,40,0.001,99.36
2426,270,3598085971,40,0.005,99.33999999999999
2427,270,3598085971,40,0.01,99.28
2428,270,3598085971,70,0.001,98.96000000000001
2429,270,3598085971,70,0.005,99.08
2430,270,3598085971,70,0.01,98.82
2431,271,3611363406,10,0.001,99.24
2432,271,3611363406,10,0.005,99.22
2433,271,3611363406,10,0.01,99.15
2434,271,3611363406,40,0.001,99.3
2435,271,3611363406,40,0.005,99.37
2436,271,3611363406,40,0.01,99.22999999999999
2437,271,3611363406,70,0.001,98.98
2438,271,3611363406,70,0.005,99.16
2439,271,3611363406,70,0.01,98.95
2440,272,3646223242,10,0.001,99.33999999999999
2441,272,3646223242,10,0.005,99.08
2442,272,3646223242,10,0.01,99.22
2443,272,3646223242,40,0.001,99.52
2444,272,3646223242,40,0.005,99.27
2445,272,3646223242,40,0.01,99.35000000000001
2446,272,3646223242,70,0.001,99.08
2447,272,3646223242,70,0.005,99.09
2448,272,3646223242,70,0.01,99.03
2449,273,3668613738,10,0.001,99.32
2450,273,3668613738,10,0.005,99.07000000000001
2451,273,3668613738,10,0.01,99.35000000000001
2452,273,3668613738,40,0.001,99.27
2453,273,3668613738,40,0.005,99.39
2454,273,3668613738,40,0.01,99.27
2455,273,3668613738,70,0.001,99.11999999999999
2456,273,3668613738,70,0.005,98.91
2457,273,3668613738,70,0.01,98.67
2458,274,3716662120,10,0.001,99.25
2459,274,3716662120,10,0.005,99.38
2460,274,3716662120,10,0.01,99.07000000000001
2461,274,3716662120,40,0.001,99.41
2462,274,3716662120,40,0.005,99.33
2463,274,3716662120,40,0.01,99.37
2464,274,3716662120,70,0.001,99.06
2465,274,3716662120,70,0.005,98.61
2466,274,3716662120,70,0.01,98.35000000000001
2467,275,3716836052,10,0.001,99.26
2468,275,3716836052,10,0.005,99.15
2469,275,3716836052,10,0.01,99.11999999999999
2470,275,3716836052,40,0.001,99.36
2471,275,3716836052,40,0.005,99.33999999999999
2472,275,3716836052,40,0.01,99.47
2473,275,3716836052,70,0.001,98.77
2474,275,3716836052,70,0.005,98.95
2475,275,3716836052,70,0.01,99.11999999999999
2476,276,3829113437,10,0.001,99.3
2477,276,3829113437,10,0.005,99.18
2478,276,3829113437,10,0.01,99.32
2479,276,3829113437,40,0.001,99.51
2480,276,3829113437,40,0.005,99.33
2481,276,3829113437,40,0.01,99.38
2482,276,3829113437,70,0.001,99.1
2483,276,3829113437,70,0.005,98.95
2484,276,3829113437,70,0.01,98.87
2485,277,386143723,10,0.001,99.18
2486,277,386143723,10,0.005,99.25
2487,277,386143723,10,0.01,99.25
2488,277,386143723,40,0.001,99.42999999999999
2489,277,386143723,40,0.005,99.42
2490,277,386143723,40,0.01,99.27
2491,277,386143723,70,0.001,99.11999999999999
2492,277,386143723,70,0.005,99.05000000000001
2493,277,386143723,70,0.01,99.11
2494,278,3937278199,10,0.001,99.25
2495,278,3937278199,10,0.005,99.25
2496,278,3937278199,10,0.01,99.18
2497,278,3937278199,40,0.001,99.39
2498,278,3937278199,40,0.005,99.26
2499,278,3937278199,40,0.01,99.36
2500,278,3937278199,70,0.001,98.99
2501,278,3937278199,70,0.005,99.00999999999999
2502,278,3937278199,70,0.01,99.11
2503,279,3938081555,10,0.001,99.3
2504,279,3938081555,10,0.005,99.14
2505,279,3938081555,10,0.01,99.25
2506,279,3938081555,40,0.001,99.45
2507,279,3938081555,40,0.005,99.36
2508,279,3938081555,40,0.01,99.33999999999999
2509,279,3938081555,70,0.001,99.02
2510,279,3938081555,70,0.005,99.03
2511,279,3938081555,70,0.01,98.97
2512,280,3959766098,10,0.001,99.32
2513,280,3959766098,10,0.005,99.22999999999999
2514,280,3959766098,10,0.01,99.33
2515,280,3959766098,40,0.001,99.44
2516,280,3959766098,40,0.005,99.4
2517,280,3959766098,40,0.01,99.29
2518,280,3959766098,70,0.001,99.00999999999999
2519,280,3959766098,70,0.005,98.8
2520,280,3959766098,70,0.01,98.77
2521,281,3978972328,10,0.001,99.11
2522,281,3978972328,10,0.005,99.31
2523,281,3978972328,10,0.01,99.32
2524,281,3978972328,40,0.001,99.27
2525,281,3978972328,40,0.005,99.17
2526,281,3978972328,40,0.01,99.45
2527,281,3978972328,70,0.001,99.08
2528,281,3978972328,70,0.005,98.81
2529,281,3978972328,70,0.01,98.63
2530,282,4092203660,10,0.001,99.15
2531,282,4092203660,10,0.005,99.07000000000001
2532,282,4092203660,10,0.01,99.16
2533,282,4092203660,40,0.001,99.55000000000001
2534,282,4092203660,40,0.005,99.39
2535,282,4092203660,40,0.01,99.17
2536,282,4092203660,70,0.001,99.07000000000001
2537,282,4092203660,70,0.005,98.92999999999999
2538,282,4092203660,70,0.01,98.83999999999999
2539,283,4092889482,10,0.001,99.18
2540,283,4092889482,10,0.005,99.26
2541,283,4092889482,10,0.01,99.14
2542,283,4092889482,40,0.001,99.4
2543,283,4092889482,40,0.005,99.28
2544,283,4092889482,40,0.01,99.35000000000001
2545,283,4092889482,70,0.001,99.17
2546,283,4092889482,70,0.005,98.83999999999999
2547,283,4092889482,70,0.01,98.89
2548,284,4101982335,10,0.001,99.37
2549,284,4101982335,10,0.005,99.24
2550,284,4101982335,10,0.01,99.22999999999999
2551,284,4101982335,40,0.001,99.51
2552,284,4101982335,40,0.005,99.5
2553,284,4101982335,40,0.01,99.35000000000001
2554,284,4101982335,70,0.001,99.15
2555,284,4101982335,70,0.005,98.87
2556,284,4101982335,70,0.01,98.99
2557,285,4106589996,10,0.001,99.29
2558,285,4106589996,10,0.005,99.19
2559,285,4106589996,10,0.01,99.33
2560,285,4106589996,40,0.001,99.32
2561,285,4106589996,40,0.005,99.47
2562,285,4106589996,40,0.01,99.3
2563,285,4106589996,70,0.001,98.91
2564,285,4106589996,70,0.005,99.13
2565,285,4106589996,70,0.01,98.16
2566,286,4124784119,10,0.001,99.33
2567,286,4124784119,10,0.005,99.06
2568,286,4124784119,10,0.01,99.22999999999999
2569,286,4124784119,40,0.001,99.36
2570,286,4124784119,40,0.005,99.3
2571,286,4124784119,40,0.01,99.05000000000001
2572,286,4124784119,70,0.001,99.25
2573,286,4124784119,70,0.005,98.07000000000001
2574,286,4124784119,70,0.01,98.5
2575,287,4173197886,10,0.001,99.4
2576,287,4173197886,10,0.005,99.06
2577,287,4173197886,10,0.01,99.22
2578,287,4173197886,40,0.001,99.41
2579,287,4173197886,40,0.005,99.35000000000001
2580,287,4173197886,40,0.01,99.37
2581,287,4173197886,70,0.001,98.81
2582,287,4173197886,70,0.005,98.83999999999999
2583,287,4173197886,70,0.01,98.85000000000001
2584,288,4182506649,10,0.001,99.37
2585,288,4182506649,10,0.005,99.22
2586,288,4182506649,10,0.01,99.33
2587,288,4182506649,40,0.001,99.45
2588,288,4182506649,40,0.005,99.24
2589,288,4182506649,40,0.01,99.37
2590,288,4182506649,70,0.001,99.18
2591,288,4182506649,70,0.005,98.76
2592,288,4182506649,70,0.01,99.0
2593,289,456655895,10,0.001,99.38
2594,289,456655895,10,0.005,99.27
2595,289,456655895,10,0.01,99.06
2596,289,456655895,40,0.001,99.29
2597,289,456655895,40,0.005,99.42
2598,289,456655895,40,0.01,99.38
2599,289,456655895,70,0.001,98.99
2600,289,456655895,70,0.005,99.02
2601,289,456655895,70,0.01,99.13
2610,291,467643811,10,0.001,99.33
2611,291,467643811,10,0.005,99.22
2612,291,467643811,10,0.01,99.16
2613,291,467643811,40,0.001,99.19
2614,291,467643811,40,0.005,99.38
2615,291,467643811,40,0.01,99.2
2616,291,467643811,70,0.001,99.22999999999999
2617,291,467643811,70,0.005,98.94
2618,291,467643811,70,0.01,99.11999999999999
2619,292,469353613,10,0.001,99.26
2620,292,469353613,10,0.005,99.11999999999999
2621,292,469353613,10,0.01,99.15
2622,292,469353613,40,0.001,99.42999999999999
2623,292,469353613,40,0.005,99.4
2624,292,469353613,40,0.01,99.37
2625,292,469353613,70,0.001,98.99
2626,292,469353613,70,0.005,99.0
2627,292,469353613,70,0.01,98.94
2628,293,531320426,10,0.001,99.36
2629,293,531320426,10,0.005,99.19
2630,293,531320426,10,0.01,99.32
2631,293,531320426,40,0.001,99.45
2632,293,531320426,40,0.005,99.39
2633,293,531320426,40,0.01,99.09
2634,293,531320426,70,0.001,99.09
2635,293,531320426,70,0.005,98.78
2636,293,531320426,70,0.01,98.61999999999999
2637,294,56344765,10,0.001,99.25
2638,294,56344765,10,0.005,99.22
2639,294,56344765,10,0.01,99.19
2640,294,56344765,40,0.001,99.46000000000001
2641,294,56344765,40,0.005,99.24
2642,294,56344765,40,0.01,99.32
2643,294,56344765,70,0.001,99.17
2644,294,56344765,70,0.005,98.72
2645,294,56344765,70,0.01,98.69
2646,295,604113505,10,0.001,99.42999999999999
2647,295,604113505,10,0.005,99.03999999999999
2648,295,604113505,10,0.01,99.19
2649,295,604113505,40,0.001,99.36
2650,295,604113505,40,0.005,99.4
2651,295,604113505,40,0.01,99.33999999999999
2652,295,604113505,70,0.001,99.22999999999999
2653,295,604113505,70,0.005,99.19
2654,295,604113505,70,0.01,99.03999999999999
2655,296,645497581,10,0.001,99.33999999999999
2656,296,645497581,10,0.005,99.22999999999999
2657,296,645497581,10,0.01,99.3
2658,296,645497581,40,0.001,99.22999999999999
2659,296,645497581,40,0.005,99.33999999999999
2660,296,645497581,40,0.01,99.33999999999999
2661,296,645497581,70,0.001,98.95
2662,296,645497581,70,0.005,98.77
2663,296,645497581,70,0.01,98.68
2664,297,704617582,10,0.001,99.3
2665,297,704617582,10,0.005,99.16
2666,297,704617582,10,0.01,99.22
2667,297,704617582,40,0.001,99.35000000000001
2668,297,704617582,40,0.005,99.22999999999999
2669,297,704617582,40,0.01,99.42
2670,297,704617582,70,0.001,99.02
2671,297,704617582,70,0.005,98.98
2672,297,704617582,70,0.01,99.07000000000001
2673,298,716533217,10,0.001,99.3
2674,298,716533217,10,0.005,99.31
2675,298,716533217,10,0.01,99.22999999999999
2676,298,716533217,40,0.001,99.42
2677,298,716533217,40,0.005,99.35000000000001
2678,298,716533217,40,0.01,99.36
2679,298,716533217,70,0.001,99.07000000000001
2680,298,716533217,70,0.005,99.05000000000001
2681,298,716533217,70,0.01,98.77
2682,299,726386912,10,0.001,99.33
2683,299,726386912,10,0.005,99.25
2684,299,726386912,10,0.01,99.2
2685,299,726386912,40,0.001,99.37
2686,299,726386912,40,0.005,99.25
2687,299,726386912,40,0.01,99.33999999999999
2688,299,726386912,70,0.001,98.99
2689,299,726386912,70,0.005,99.03
2690,299,726386912,70,0.01,99.11999999999999
2691,300,748655553,10,0.001,99.11999999999999
2692,300,748655553,10,0.005,99.28
2693,300,748655553,10,0.01,99.26
2694,300,748655553,40,0.001,99.44
2695,300,748655553,40,0.005,99.32
2696,300,748655553,40,0.01,99.32
2697,300,748655553,70,0.001,98.79
2698,300,748655553,70,0.005,98.89
2699,300,748655553,70,0.01,98.88
2700,301,75393020,10,0.001,99.3
2701,301,75393020,10,0.005,99.17
2702,301,75393020,10,0.01,99.3
2703,301,75393020,40,0.001,99.35000000000001
2704,301,75393020,40,0.005,99.16
2705,301,75393020,40,0.01,99.45
2706,301,75393020,70,0.001,99.17
2707,301,75393020,70,0.005,98.82
2708,301,75393020,70,0.01,98.77
2709,302,80365406,10,0.001,99.29
2710,302,80365406,10,0.005,99.28
2711,302,80365406,10,0.01,99.14
2712,302,80365406,40,0.001,99.42
2713,302,80365406,40,0.005,99.32
2714,302,80365406,40,0.01,99.36
2715,302,80365406,70,0.001,98.94
2716,302,80365406,70,0.005,98.89
2717,302,80365406,70,0.01,98.88
2718,303,847471480,10,0.001,99.31
2719,303,847471480,10,0.005,99.29
2720,303,847471480,10,0.01,99.17
2721,303,847471480,40,0.001,99.3
2722,303,847471480,40,0.005,99.27
2723,303,847471480,40,0.01,99.26
2724,303,847471480,70,0.001,99.00999999999999
2725,303,847471480,70,0.005,98.74000000000001
2726,303,847471480,70,0.01,98.69
2727,304,867630165,10,0.001,99.36
2728,304,867630165,10,0.005,99.11
2729,304,867630165,10,0.01,99.36
2730,304,867630165,40,0.001,99.35000000000001
2731,304,867630165,40,0.005,99.26
2732,304,867630165,40,0.01,99.42999999999999
2733,304,867630165,70,0.001,99.16
2734,304,867630165,70,0.005,98.61
2735,304,867630165,70,0.01,98.96000000000001
2744,306,931331540,10,0.001,99.27
2745,306,931331540,10,0.005,99.36
2746,306,931331540,10,0.01,99.22999999999999
2747,306,931331540,40,0.001,99.41
2748,306,931331540,40,0.005,99.31
2749,306,931331540,40,0.01,99.33999999999999
2750,306,931331540,70,0.001,99.22999999999999
2751,306,931331540,70,0.005,99.1
2752,306,931331540,70,0.01,99.1
2753,307,940280301,10,0.001,99.22999999999999
2754,307,940280301,10,0.005,99.21
2755,307,940280301,10,0.01,99.42999999999999
2756,307,940280301,40,0.001,99.46000000000001
2757,307,940280301,40,0.005,99.32
2758,307,940280301,40,0.01,99.35000000000001
2759,307,940280301,70,0.001,98.86
2760,307,940280301,70,0.005,98.89
2761,307,940280301,70,0.01,98.83999999999999
2762,308,988492913,10,0.001,99.26
2763,308,988492913,10,0.005,99.18
2764,308,988492913,10,0.01,99.22
2765,308,988492913,40,0.001,99.35000000000001
2766,308,988492913,40,0.005,99.33
2767,308,988492913,40,0.01,99.27
2768,308,988492913,70,0.001,99.0
2769,308,988492913,70,0.005,98.35000000000001
2770,308,988492913,70,0.01,98.97
2771,309,99581499,10,0.001,99.31
2772,309,99581499,10,0.005,99.26
2773,309,99581499,10,0.01,99.33999999999999
2774,309,99581499,40,0.001,99.51
2775,309,99581499,40,0.005,99.21
2776,309,99581499,40,0.01,99.22
2777,309,99581499,70,0.001,98.82
2778,309,99581499,70,0.005,98.83999999999999
2779,309,99581499,70,0.01,98.95
